"button_id","label","actions","source_file","reason"
"ADD_PIPE_LENGTH","&Additional Pipe Length","AdditionalPipeLength","C:\Program Files\Siemens\DesigncenterNX2512\ROUTING\ugroute_mech\plugins\source\UFD_Routing_PipeProdLength.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_BACK_TO_LINE_PLANNING","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_cross_station_process_planning_task.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_BACK_TO_LINE_PLANNING","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_BACK_TO_LINE_PLANNING","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_BACK_TO_LINE_PLANNING","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\profiles\ALP_CROSS_STATION_PROCESS_PLANNING_TASK\rbn_alp_cross_station_process_planning_task_home.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_BACK_TO_LINE_PLANNING","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\profiles\ALP_RESOURCE_PLANNING_TASK\rbn_alp_resource_planning_task_home.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_BACK_TO_LINE_PLANNING","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\profiles\ALP_STATION_DETAILING_TASK\rbn_alp_station_detailing_task_home.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_BACK_TO_LINE_PLANNING","&Back to Line Planning","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_CAPTURE_IMAGE","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_CAPTURE_IMAGE","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_CAPTURE_IMAGE","C&apture Image...","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_CLD_REPORT","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_CLD_REPORT","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_CLD_REPORT","&Report","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_CREATE_FLOW","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_CREATE_FLOW","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_CREATE_FLOW","&Create Flows","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_CROSS_STATION_PROCESS_PLANNING_TASK","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\profiles\APP_ASSEMBLY_LINE_PLANNER\rbn_assembly_line_planner_home.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_EXIT_NX","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_cross_station_process_planning_task.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_EXIT_NX","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_EXIT_NX","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_EXIT_NX","E&xit","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_FLOWS_MANAGER","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_FLOWS_MANAGER","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_FLOWS_MANAGER","Manage &Flows...","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_HIDE_PLANNED_FEATURES","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_HIDE_PLANNED_FEATURES","&Hide Planned Features","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_MODIFY_VARIANT","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_cross_station_process_planning_task.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_MODIFY_VARIANT","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_MODIFY_VARIANT","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_MODIFY_VARIANT","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\profiles\ALP_CROSS_STATION_PROCESS_PLANNING_TASK\rbn_alp_cross_station_process_planning_task_home.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_MODIFY_VARIANT","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\profiles\ALP_STATION_DETAILING_TASK\rbn_alp_station_detailing_task_home.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_MODIFY_VARIANT","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\profiles\APP_ASSEMBLY_LINE_PLANNER\rbn_assembly_line_planner_home.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_MODIFY_VARIANT","Modif&y Variant...","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_PERT_IMAGE_VIEW","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_PERT_IMAGE_VIEW","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_PERT_IMAGE_VIEW","&Images View Mode","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_PERT_RECTANGLE_VIEW","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_PERT_RECTANGLE_VIEW","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_PERT_RECTANGLE_VIEW","Rectangles Vie&w Mode","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_RESOURCE_PLANNING_TASK_BUTTON","&Resource Planning","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_RESOURCE_PLANNING_TASK_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\profiles\APP_ASSEMBLY_LINE_PLANNER\rbn_assembly_line_planner_home.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_SHOW_ALL_LEVELS","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_SHOW_ALL_LEVELS","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_SHOW_ALL_LEVELS","Show All &Levels","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_STATION_DETAILING_PREFERENCES","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_STATION_DETAILING_PREFERENCES","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_STATION_DETAILING_PREFERENCES","&Station Detailing Preferences...","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_STATION_DETAILING_TASK_BUTTON","&Station Detailing","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"ALP_STATION_DETAILING_TASK_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\profiles\APP_ASSEMBLY_LINE_PLANNER\rbn_assembly_line_planner_home.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_ACCESSEVALUATOR_BUTTON","&Access...","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_ACCESSEVALUATOR_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_dynamic_evaluations.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_ADD_MEMORY_AREA","&Memory Area... | &Automation | &Drawing | Cab&inet Design","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_ADD_MEMORY_AREA","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_system_design_product.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_ANCESTOREVALUATOR_BUTTON","Ance&stor...","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_ANCESTOREVALUATOR_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_dynamic_evaluations.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_ASPECT_BOX_BUTTON","Aspect &Box...","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_ASPECT_BOX_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_drawing.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_ASPECT_BOX_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_drawing_template.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_ASPECT_NAVIGATOR_PREFERENCES_BUTTON","Aspect Naviga&tor...","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_ASSIGN_PLC_ADDRESS_RULE_SET_BUTTON","&Address Rule Set...","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_ASSIGN_PLC_ADDRESS_RULE_SET_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_automation.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_ASSIGN_TEMPLATE_TO_PRODUCT","Assign Program Block and EPLA&N Macro","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_ASSIGN_TEMPLATE_TO_PRODUCT","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_system_design_product.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_ASSIGN_TO_SUBNET_BUTTON","Assign to &Subnet...","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_ASSIGN_TO_SUBNET_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_automation.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_AUTO_ASSIGN_EPLAN_MACRO_BUTTON","&Assign EPLAN Macros","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_AUTO_ASSIGN_EPLAN_MACRO_BUTTON","Unassign Macros Drop-down","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_collaboration.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_AUTO_ASSIGN_FRAGMENT_BUTTON","&Fragment Auto-placement","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_AUTO_ASSIGN_FRAGMENT_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_drawing.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_BREAK_TEMPLATE_BUTTON","&Break Template...","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_BREAK_TEMPLATE_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_system_design.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_BULK_CONNECTION_BUTTON","Bulk C&onnection...","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_BULK_CONNECTION_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_system_design.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_BULK_CONNECTION_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_system_design_template.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CHANGE_PRODUCT_TYPE_BUTTON","C&hange Type...","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CHANGE_PRODUCT_TYPE_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_system_design_product.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CHILDRENEVALUATOR_BUTTON","C&hildren...","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CHILDRENEVALUATOR_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_dynamic_evaluations.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CLOSE_PROJECT_BUTTON","&Close Project","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CONDITIONEVALUATOR_BUTTON","C&ondition...","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CONDITIONEVALUATOR_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_dynamic_evaluations.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CONFIGURE_MEMORY_AREAS_BUTTON","Configure Memory Areas","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CONFIGURE_MEMORY_AREAS_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_system_design_product.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CONFIGURE_TELEGRAM_BUTTON","Configure &Telegram...","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CONFIGURE_TELEGRAM_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_rule_set_naming_scheme.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CONFIGURE_TELEGRAM_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_telegram_definition.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CONNECTEDOBJECTSEVALUATOR_BUTTON","&Connected Objects...","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CONNECTEDOBJECTSEVALUATOR_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_dynamic_evaluations.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CONNECT_GLOBAL_SYMBOLS_BUTTON","&Connect Global Symbols","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CREATEGROUP_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_system_design.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CREATENOTE_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_collaboration.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CREATEPAGE_BUTTON","&Page... | &Report...","STANDARD | STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CREATEPAGE_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_drawing.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CREATEPAGE_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_drawing_template.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CREATEPLCSYMBOL_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_automation.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CREATEPLCSYMBOL_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_system_design_product.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CREATESOCKET_BUTTON","Create &Socket","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CREATE_BOM_BUTTON","&Bill of Material...","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CREATE_BOM_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_collaboration.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CREATE_CABINET_DESIGN_BUTTON","Cab&inet Design...","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CREATE_CABINET_DESIGN_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_cabinet_design.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CREATE_CONSTANTS_BUTTON","&User Constants","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CREATE_DISTRIBUTED_IO_STATION_BUTTON","Distri&buted I/O Station","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CREATE_DISTRIBUTED_IO_STATION_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_automation.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CREATE_DRIVE_OBJECT_BUTTON","Drive &Object","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CREATE_DRIVE_OBJECT_BUTTON","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_automation.rtb","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
"AME_CREATE_FRAGMENT_BUTTON","&Fragment...","STANDARD","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","No NXOpen/UFUN candidate scored 65 or higher. Record a journal or inspect official documentation."
