"button_id","label","synonyms","definition_kind","accelerator","actions","applications","bitmap","cascade","sensitive","visible","toggle_state","source_file","source_line"
"UG_ASM_MODIFICATION_TOOL","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\asmutilities\application\rbn_sfem_asmautomation_tools.rtb","46"
"UG_ASM_MODIFICATION_TOOL","Assembly &Modification Automation...","","BUTTON","","libasmcreationtoolui.dll","","asm_modification_tool","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\asmutilities\startup\definitions_adv_sim_asmutilitiestool.btn","69"
"UG_ASSOCIATIVE_CURVE_ARC_PPP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","815"
"UG_ASSOCIATIVE_CURVE_ARC_PPP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","807"
"UG_ASSOCIATIVE_CURVE_ARC_PPP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","2282"
"UG_ASSOCIATIVE_CURVE_ARC_PPP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\STAGE_MODEL\application\stage_model.men","1336"
"UG_ASSOCIATIVE_CURVE_ARC_PPP","Arc P&oint-Point-Point...","","BUTTON","","STANDARD","","arc_3_points","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","5813"
"UG_ASSOCIATIVE_CURVE_ARC_PPP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","2378"
"UG_ASSOCIATIVE_CURVE_ARC_PPT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","816"
"UG_ASSOCIATIVE_CURVE_ARC_PPT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","808"
"UG_ASSOCIATIVE_CURVE_ARC_PPT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","2284"
"UG_ASSOCIATIVE_CURVE_ARC_PPT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\STAGE_MODEL\application\stage_model.men","1338"
"UG_ASSOCIATIVE_CURVE_ARC_PPT","Arc Po&int-Point-Tangent...","","BUTTON","","STANDARD","","arc_2_points_tangent","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","5821"
"UG_ASSOCIATIVE_CURVE_ARC_PPT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","2380"
"UG_ASSOCIATIVE_CURVE_ARC_TTR","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","818"
"UG_ASSOCIATIVE_CURVE_ARC_TTR","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","810"
"UG_ASSOCIATIVE_CURVE_ARC_TTR","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","2288"
"UG_ASSOCIATIVE_CURVE_ARC_TTR","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\STAGE_MODEL\application\stage_model.men","1342"
"UG_ASSOCIATIVE_CURVE_ARC_TTR","Arc Tang&ent-Tangent-Radius...","","BUTTON","","STANDARD","","arc_fillet_radius","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","5837"
"UG_ASSOCIATIVE_CURVE_ARC_TTR","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","2384"
"UG_ASSOCIATIVE_CURVE_ARC_TTT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","817"
"UG_ASSOCIATIVE_CURVE_ARC_TTT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","809"
"UG_ASSOCIATIVE_CURVE_ARC_TTT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","2286"
"UG_ASSOCIATIVE_CURVE_ARC_TTT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\STAGE_MODEL\application\stage_model.men","1340"
"UG_ASSOCIATIVE_CURVE_ARC_TTT","Arc Ta&ngent-Tangent-Tangent...","","BUTTON","","STANDARD","","arc_3_tangent","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","5829"
"UG_ASSOCIATIVE_CURVE_ARC_TTT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","2382"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","826"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","818"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","2300"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\STAGE_MODEL\application\stage_model.men","1354"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PP","Circl&e Center-Point...","","BUTTON","","STANDARD","","circle_from_center_point","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","5877"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","2396"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PPP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","822"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PPP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","814"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PPP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","2292"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PPP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\STAGE_MODEL\application\stage_model.men","1346"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PPP","&Circle Point-Point-Point...","","BUTTON","","STANDARD","","circle_3_points","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","5845"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PPP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","2388"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PPT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","823"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PPT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","815"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PPT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","2294"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PPT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\STAGE_MODEL\application\stage_model.men","1348"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PPT","Circ&le Point-Point-Tangent...","","BUTTON","","STANDARD","","circle_2_points_tangent","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","5853"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PPT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","2390"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PR","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","827"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PR","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","819"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PR","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","2302"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PR","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\STAGE_MODEL\application\stage_model.men","1356"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PR","Circle Center-Radiu&s...","","BUTTON","","STANDARD","","circle_from_center_radius","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","5885"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PR","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","2398"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","828"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","820"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","2304"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\STAGE_MODEL\application\stage_model.men","1358"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PT","Circle Center-&Tangent...","","BUTTON","","STANDARD","","circle_from_center_tangent","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","5893"
"UG_ASSOCIATIVE_CURVE_CIRCLE_PT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","2400"
"UG_ASSOCIATIVE_CURVE_CIRCLE_TTR","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","825"
"UG_ASSOCIATIVE_CURVE_CIRCLE_TTR","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","817"
"UG_ASSOCIATIVE_CURVE_CIRCLE_TTR","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","2298"
"UG_ASSOCIATIVE_CURVE_CIRCLE_TTR","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\STAGE_MODEL\application\stage_model.men","1352"
"UG_ASSOCIATIVE_CURVE_CIRCLE_TTR","Circle Tangent-Tangent-Ra&dius...","","BUTTON","","STANDARD","","circle_fillet_radius","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","5869"
"UG_ASSOCIATIVE_CURVE_CIRCLE_TTR","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","2394"
"UG_ASSOCIATIVE_CURVE_CIRCLE_TTT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","824"
"UG_ASSOCIATIVE_CURVE_CIRCLE_TTT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","816"
"UG_ASSOCIATIVE_CURVE_CIRCLE_TTT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","2296"
"UG_ASSOCIATIVE_CURVE_CIRCLE_TTT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\STAGE_MODEL\application\stage_model.men","1350"
"UG_ASSOCIATIVE_CURVE_CIRCLE_TTT","Circle T&angent-Tangent-Tangent...","","BUTTON","","STANDARD","","circle_3_tangent","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","5861"
"UG_ASSOCIATIVE_CURVE_CIRCLE_TTT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","2392"
"UG_ASSOCIATIVE_CURVE_LINE_NP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","810"
"UG_ASSOCIATIVE_CURVE_LINE_NP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","802"
"UG_ASSOCIATIVE_CURVE_LINE_NP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","2276"
"UG_ASSOCIATIVE_CURVE_LINE_NP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\STAGE_MODEL\application\stage_model.men","1330"
"UG_ASSOCIATIVE_CURVE_LINE_NP","Line &Normal-Point...","","BUTTON","","STANDARD","","line_normal_point","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","5796"
"UG_ASSOCIATIVE_CURVE_LINE_NP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","2372"
"UG_ASSOCIATIVE_CURVE_LINE_PAR","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","805"
"UG_ASSOCIATIVE_CURVE_LINE_PAR","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","797"
"UG_ASSOCIATIVE_CURVE_LINE_PAR","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","2266"
"UG_ASSOCIATIVE_CURVE_LINE_PAR","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\STAGE_MODEL\application\stage_model.men","1320"
"UG_ASSOCIATIVE_CURVE_LINE_PAR","Line Point-Pa&rallel...","opposite","BUTTON","","STANDARD","","line_point_parallel","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","5754"
"UG_ASSOCIATIVE_CURVE_LINE_PAR","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","2362"
"UG_ASSOCIATIVE_CURVE_LINE_PER","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","806"
"UG_ASSOCIATIVE_CURVE_LINE_PER","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","798"
"UG_ASSOCIATIVE_CURVE_LINE_PER","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","2268"
"UG_ASSOCIATIVE_CURVE_LINE_PER","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\STAGE_MODEL\application\stage_model.men","1322"
"UG_ASSOCIATIVE_CURVE_LINE_PER","Line Point-Perpendic&ular...","orthogonal, normal","BUTTON","","STANDARD","","line_point_perpendicular","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","5763"
"UG_ASSOCIATIVE_CURVE_LINE_PER","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","2364"
"UG_ASSOCIATIVE_CURVE_LINE_PN","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","809"
"UG_ASSOCIATIVE_CURVE_LINE_PN","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","801"
"UG_ASSOCIATIVE_CURVE_LINE_PN","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","2274"
"UG_ASSOCIATIVE_CURVE_LINE_PN","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\STAGE_MODEL\application\stage_model.men","1328"
"UG_ASSOCIATIVE_CURVE_LINE_PN","Line Point-Nor&mal...","","BUTTON","","STANDARD","","line_point_normal","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","5788"
"UG_ASSOCIATIVE_CURVE_LINE_PN","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","2370"
"UG_ASSOCIATIVE_CURVE_LINE_PP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","803"
"UG_ASSOCIATIVE_CURVE_LINE_PP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","795"
"UG_ASSOCIATIVE_CURVE_LINE_PP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","2262"
"UG_ASSOCIATIVE_CURVE_LINE_PP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\STAGE_MODEL\application\stage_model.men","1316"
"UG_ASSOCIATIVE_CURVE_LINE_PP","Line &Point-Point...","","BUTTON","","STANDARD","","line_point_point","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","5738"
"UG_ASSOCIATIVE_CURVE_LINE_PP","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","2358"
"UG_ASSOCIATIVE_CURVE_LINE_PT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","807"
"UG_ASSOCIATIVE_CURVE_LINE_PT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","799"
"UG_ASSOCIATIVE_CURVE_LINE_PT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","2270"
"UG_ASSOCIATIVE_CURVE_LINE_PT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\STAGE_MODEL\application\stage_model.men","1324"
"UG_ASSOCIATIVE_CURVE_LINE_PT","Line Point-Tan&gent...","","BUTTON","","STANDARD","","line_point_tangent","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","5772"
"UG_ASSOCIATIVE_CURVE_LINE_PT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","2366"
"UG_ASSOCIATIVE_CURVE_LINE_PX","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","804"
"UG_ASSOCIATIVE_CURVE_LINE_PX","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","796"
"UG_ASSOCIATIVE_CURVE_LINE_PX","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","2264"
"UG_ASSOCIATIVE_CURVE_LINE_PX","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\STAGE_MODEL\application\stage_model.men","1318"
"UG_ASSOCIATIVE_CURVE_LINE_PX","Line Point-XY&Z...","","BUTTON","","STANDARD","","line_px","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","5746"
"UG_ASSOCIATIVE_CURVE_LINE_PX","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","2360"
"UG_ASSOCIATIVE_CURVE_LINE_TT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","808"
"UG_ASSOCIATIVE_CURVE_LINE_TT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","800"
"UG_ASSOCIATIVE_CURVE_LINE_TT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","2272"
"UG_ASSOCIATIVE_CURVE_LINE_TT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\STAGE_MODEL\application\stage_model.men","1326"
"UG_ASSOCIATIVE_CURVE_LINE_TT","Line &Tangent-Tangent...","","BUTTON","","STANDARD","","line_tangent_tangent","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","5780"
"UG_ASSOCIATIVE_CURVE_LINE_TT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","2368"
"UG_ASSOCIATIVE_CURVE_OPTION","","","TOGGLE_BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","799"
"UG_ASSOCIATIVE_CURVE_OPTION","","","TOGGLE_BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","791"
"UG_ASSOCIATIVE_CURVE_OPTION","","","TOGGLE_BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","2258"
"UG_ASSOCIATIVE_CURVE_OPTION","","","TOGGLE_BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\STAGE_MODEL\application\stage_model.men","1312"
"UG_ASSOCIATIVE_CURVE_OPTION","Associati&ve","relative, smart","TOGGLE_BUTTON","","STANDARD","","link","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","5728"
"UG_ASSOCIATIVE_CURVE_OPTION","","","TOGGLE_BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","2354"
"UG_ASSOCIATIVE_CURVE_UNBOUNDED_OPTION","","","TOGGLE_BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","811"
"UG_ASSOCIATIVE_CURVE_UNBOUNDED_OPTION","","","TOGGLE_BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","803"
"UG_ASSOCIATIVE_CURVE_UNBOUNDED_OPTION","","","TOGGLE_BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","2278"
"UG_ASSOCIATIVE_CURVE_UNBOUNDED_OPTION","","","TOGGLE_BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\STAGE_MODEL\application\stage_model.men","1332"
"UG_ASSOCIATIVE_CURVE_UNBOUNDED_OPTION","Un&bounded Line","unlimited, infinite, limitless, boundless","TOGGLE_BUTTON","","STANDARD","","unbounded_lines","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","5804"
"UG_ASSOCIATIVE_CURVE_UNBOUNDED_OPTION","","","TOGGLE_BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","2374"
"UG_ASSY_ADD_CONTEXT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","1024"
"UG_ASSY_ADD_CONTEXT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","1016"
"UG_ASSY_ADD_CONTEXT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\rbn_assemblies.rtb","260"
"UG_ASSY_ADD_CONTEXT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\ug_main.men","3159"
"UG_ASSY_ADD_CONTEXT","Open by &Proximity...","near by, close by, vicinity, nearby, find, search tool","BUTTON","","STANDARD","","assy_add_context","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\definitions_main.btn","7789"
"UG_ASSY_ADD_CONTEXT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\rbn_assemblies.rtb","260"
"UG_ASSY_ADD_CONTEXT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\UGII\menus\ug_main.men","3378"
"UG_ASSY_ADD_DEFORMED_COMPONENT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\SIMULATION\simcenter\menus\rbn_assemblies.rtb","179"
