"button_id","label","synonyms","definition_kind","accelerator","actions","applications","bitmap","cascade","sensitive","visible","toggle_state","source_file","source_line"
"ADD_PIPE_LENGTH","&Additional Pipe Length","","BUTTON","","AdditionalPipeLength","","UFD_Routing_PipeProdLength_AddTemplateLength.bmp","","","","","C:\Program Files\Siemens\DesigncenterNX2512\ROUTING\ugroute_mech\plugins\source\UFD_Routing_PipeProdLength.men","13"
"ALP_BACK_TO_LINE_PLANNING","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_cross_station_process_planning_task.men","34"
"ALP_BACK_TO_LINE_PLANNING","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","37"
"ALP_BACK_TO_LINE_PLANNING","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","38"
"ALP_BACK_TO_LINE_PLANNING","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\profiles\ALP_CROSS_STATION_PROCESS_PLANNING_TASK\rbn_alp_cross_station_process_planning_task_home.rtb","13"
"ALP_BACK_TO_LINE_PLANNING","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\profiles\ALP_RESOURCE_PLANNING_TASK\rbn_alp_resource_planning_task_home.rtb","13"
"ALP_BACK_TO_LINE_PLANNING","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\profiles\ALP_STATION_DETAILING_TASK\rbn_alp_station_detailing_task_home.rtb","12"
"ALP_BACK_TO_LINE_PLANNING","&Back to Line Planning","","BUTTON","","STANDARD","","back_to_line_level","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","30"
"ALP_CAPTURE_IMAGE","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","1178"
"ALP_CAPTURE_IMAGE","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","97"
"ALP_CAPTURE_IMAGE","C&apture Image...","snapshot","BUTTON","","STANDARD","","snapshot_image","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","209"
"ALP_CLD_REPORT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","1164"
"ALP_CLD_REPORT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","65"
"ALP_CLD_REPORT","&Report","","BUTTON","","STANDARD","","reporting","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","162"
"ALP_CREATE_FLOW","","","TOGGLE_BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","1176"
"ALP_CREATE_FLOW","","","TOGGLE_BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","95"
"ALP_CREATE_FLOW","&Create Flows","create flow between two PERT nodes, attach two PERT nodes","TOGGLE_BUTTON","","STANDARD","","connect_mode","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","201"
"ALP_CROSS_STATION_PROCESS_PLANNING_TASK","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\profiles\APP_ASSEMBLY_LINE_PLANNER\rbn_assembly_line_planner_home.rtb","13"
"ALP_EXIT_NX","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_cross_station_process_planning_task.men","38"
"ALP_EXIT_NX","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","46"
"ALP_EXIT_NX","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","51"
"ALP_EXIT_NX","E&xit","quit, bye, finish, stop","BUTTON","","STANDARD","","exit_icon","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","76"
"ALP_FLOWS_MANAGER","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","1179"
"ALP_FLOWS_MANAGER","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","99"
"ALP_FLOWS_MANAGER","Manage &Flows...","","BUTTON","","STANDARD","","workflow","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","155"
"ALP_HIDE_PLANNED_FEATURES","","","TOGGLE_BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","83"
"ALP_HIDE_PLANNED_FEATURES","&Hide Planned Features","","TOGGLE_BUTTON","","STANDARD","","hide_planned_features","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","217"
"ALP_MODIFY_VARIANT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_cross_station_process_planning_task.men","817"
"ALP_MODIFY_VARIANT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","1140"
"ALP_MODIFY_VARIANT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","61"
"ALP_MODIFY_VARIANT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\profiles\ALP_CROSS_STATION_PROCESS_PLANNING_TASK\rbn_alp_cross_station_process_planning_task_home.rtb","21"
"ALP_MODIFY_VARIANT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\profiles\ALP_STATION_DETAILING_TASK\rbn_alp_station_detailing_task_home.rtb","18"
"ALP_MODIFY_VARIANT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\profiles\APP_ASSEMBLY_LINE_PLANNER\rbn_assembly_line_planner_home.rtb","27"
"ALP_MODIFY_VARIANT","Modif&y Variant...","Rule,Configure,Filter","BUTTON","","STANDARD","","modify_variant","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","45"
"ALP_PERT_IMAGE_VIEW","","","TOGGLE_BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","1182"
"ALP_PERT_IMAGE_VIEW","","","TOGGLE_BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","39"
"ALP_PERT_IMAGE_VIEW","&Images View Mode","pert, image","TOGGLE_BUTTON","","STANDARD","","image","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","185"
"ALP_PERT_RECTANGLE_VIEW","","","TOGGLE_BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","1181"
"ALP_PERT_RECTANGLE_VIEW","","","TOGGLE_BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","41"
"ALP_PERT_RECTANGLE_VIEW","Rectangles Vie&w Mode","pert, rectangle","TOGGLE_BUTTON","","STANDARD","","rectangles_mode","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","193"
"ALP_RESOURCE_PLANNING_TASK_BUTTON","&Resource Planning","","BUTTON","","STANDARD","","resource_planning","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","76"
"ALP_RESOURCE_PLANNING_TASK_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\profiles\APP_ASSEMBLY_LINE_PLANNER\rbn_assembly_line_planner_home.rtb","14"
"ALP_SHOW_ALL_LEVELS","","","TOGGLE_BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_resource_planning_task.men","1177"
"ALP_SHOW_ALL_LEVELS","","","TOGGLE_BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","11"
"ALP_SHOW_ALL_LEVELS","Show All &Levels","switch PERT view","TOGGLE_BUTTON","","STANDARD","","show_second_level","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","169"
"ALP_STATION_DETAILING_PREFERENCES","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\alp_station_detailing_task.men","1080"
"ALP_STATION_DETAILING_PREFERENCES","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","106"
"ALP_STATION_DETAILING_PREFERENCES","&Station Detailing Preferences...","station detailing planning process,add new operation type","BUTTON","","STANDARD","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\startup\definitions_assembly_line_planner.btn","224"
"ALP_STATION_DETAILING_TASK_BUTTON","&Station Detailing","","BUTTON","","STANDARD","","station_detailing","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\assembly_line_planner.men","67"
"ALP_STATION_DETAILING_TASK_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\MANUFACTURING_PLANNING\assembly_line_planner\application\profiles\APP_ASSEMBLY_LINE_PLANNER\rbn_assembly_line_planner_home.rtb","12"
"AME_ACCESSEVALUATOR_BUTTON","&Access...","add navigation, new navigation","BUTTON","","STANDARD","","ad_access|verb_navigate","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","3675"
"AME_ACCESSEVALUATOR_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_dynamic_evaluations.rtb","18"
"AME_ADD_MEMORY_AREA","&Memory Area... | &Automation | &Drawing | Cab&inet Design","Memory Section, I/O Memory, Address, Address Space, Reserve Address","BUTTON","","STANDARD","","ad_memory_area|verb_create","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","2056"
"AME_ADD_MEMORY_AREA","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_system_design_product.rtb","34"
"AME_ANCESTOREVALUATOR_BUTTON","Ance&stor...","navigate, dynamic, upwards, superior, parent","BUTTON","","STANDARD","","ad_noun_ancestor|verb_navigate","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","3653"
"AME_ANCESTOREVALUATOR_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_dynamic_evaluations.rtb","14"
"AME_ASPECT_BOX_BUTTON","Aspect &Box...","","BUTTON","","STANDARD","","ad_noun_aspect_box|verb_create","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","3077"
"AME_ASPECT_BOX_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_drawing.rtb","42"
"AME_ASPECT_BOX_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_drawing_template.rtb","44"
"AME_ASPECT_NAVIGATOR_PREFERENCES_BUTTON","Aspect Naviga&tor...","aspect navigator preferences, tree, navigator sorting, navigator object order, show hide in navigator","BUTTON","","STANDARD","","mnt_timestamp_order","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","3321"
"AME_ASSIGN_PLC_ADDRESS_RULE_SET_BUTTON","&Address Rule Set...","PLC Station, Calculation, Assign","BUTTON","","STANDARD","","ad_assign_address_rule_set","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","1066"
"AME_ASSIGN_PLC_ADDRESS_RULE_SET_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_automation.rtb","55"
"AME_ASSIGN_TEMPLATE_TO_PRODUCT","Assign Program Block and EPLA&N Macro","","BUTTON","","STANDARD","","ad_template_insert","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","1360"
"AME_ASSIGN_TEMPLATE_TO_PRODUCT","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_system_design_product.rtb","49"
"AME_ASSIGN_TO_SUBNET_BUTTON","Assign to &Subnet...","Navigate","BUTTON","","STANDARD","","ad_noun_subnet_node_selected|verb_assign","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","997"
"AME_ASSIGN_TO_SUBNET_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_automation.rtb","64"
"AME_AUTO_ASSIGN_EPLAN_MACRO_BUTTON","&Assign EPLAN Macros","Place, auto-connect, auto-place","BUTTON","","STANDARD","","ad_fragment|ad_eplan_symbol|verb_assign","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","2896"
"AME_AUTO_ASSIGN_EPLAN_MACRO_BUTTON","Unassign Macros Drop-down","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_collaboration.rtb","75"
"AME_AUTO_ASSIGN_FRAGMENT_BUTTON","&Fragment Auto-placement","Place, auto-connect, auto-place","BUTTON","","STANDARD","","ad_fragment|verb_assign","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","1185"
"AME_AUTO_ASSIGN_FRAGMENT_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_drawing.rtb","105"
"AME_BORDERS_AND_ZONES_BUTTON","Borders and Zones","","BUTTON","","STANDARD","","border_zones","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","3249"
"AME_BORDERS_AND_ZONES_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_formsheet.rtb","38"
"AME_BREAK_TEMPLATE_BUTTON","&Break Template...","disassemble","BUTTON","","STANDARD","","ad_template_break","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","1336"
"AME_BREAK_TEMPLATE_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_system_design.rtb","48"
"AME_BULK_CONNECTION_BUTTON","Bulk C&onnection...","","BUTTON","","STANDARD","","ad_bulk_connection","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","2541"
"AME_BULK_CONNECTION_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_system_design.rtb","57"
"AME_BULK_CONNECTION_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_system_design_template.rtb","72"
"AME_CABINET_OBJECT_LABEL_BUTTON","&Object Label...","PMI object label","BUTTON","","STANDARD","","ad_object_label","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","2439"
"AME_CHANGE_PRODUCT_TYPE_BUTTON","C&hange Type...","exchange","BUTTON","","STANDARD","","ad_change_type_of_product","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","1310"
"AME_CHANGE_PRODUCT_TYPE_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_system_design_product.rtb","41"
"AME_CHILDRENEVALUATOR_BUTTON","C&hildren...","navigate, dynamic, children","BUTTON","","STANDARD","","ad_noun_children|verb_navigate","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","3664"
"AME_CHILDRENEVALUATOR_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_dynamic_evaluations.rtb","16"
"AME_CLOSE_PROJECT_BUTTON","&Close Project","","BUTTON","","STANDARD","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","236"
"AME_CONDITIONEVALUATOR_BUTTON","C&ondition...","navigate, expression, dynamic, condition filter","BUTTON","","STANDARD","","ad_condition|verb_navigate","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","3730"
"AME_CONDITIONEVALUATOR_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_dynamic_evaluations.rtb","28"
"AME_CONFIGURE_MEMORY_AREAS_BUTTON","Configure Memory Areas","Automatic, Create, Setup","BUTTON","","STANDARD","","ad_memory_area|ad_status_auto_conncected","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","2701"
"AME_CONFIGURE_MEMORY_AREAS_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_system_design_product.rtb","74"
"AME_CONFIGURE_TELEGRAM_BUTTON","Configure &Telegram...","Memory Section, I/O Memory, Address Space, Reserve, Allocation, Allocate, Telegram, Drive","BUTTON","","STANDARD","","ad_telegram","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","1096"
"AME_CONFIGURE_TELEGRAM_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_rule_set_naming_scheme.rtb","42"
"AME_CONFIGURE_TELEGRAM_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_telegram_definition.rtb","32"
"AME_CONNECTEDOBJECTSEVALUATOR_BUTTON","&Connected Objects...","navigate, navigation, expression, dynamic, connected, connection","BUTTON","","STANDARD","","ad_noun_connected_object|verb_navigate","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","3686"
"AME_CONNECTEDOBJECTSEVALUATOR_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_dynamic_evaluations.rtb","20"
"AME_CONNECTION_BUTTON","&Connection","","TOGGLE_BUTTON","","STANDARD","","connection","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","2993"
"AME_CONNECT_GLOBAL_SYMBOLS_BUTTON","&Connect Global Symbols","Automation, External, Relation, Software, Station, Compile, Update","BUTTON","","STANDARD","","ad_noun_children|verb_connect","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","2750"
"AME_CREATEGROUP_BUTTON","&Group...","collection, set, area, bulk engineering","BUTTON","","STANDARD","","group_new","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","2082"
"AME_CREATEGROUP_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_system_design.rtb","46"
"AME_CREATENOTE_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_collaboration.rtb","60"
"AME_CREATEPAGE_BUTTON","&Page... | &Report...","create page, insert page, drawing, schematics | create report","BUTTON","","STANDARD | STANDARD","","ad_noun_page|verb_create | ad_report|verb_create","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","2006"
"AME_CREATEPAGE_BUTTON","","","BUTTON","","","","","","","","AME_CREATESOCKET_BUTTON","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_drawing.rtb","12"
"AME_CREATEPAGE_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_drawing_template.rtb","12"
"AME_CREATEPLCSYMBOL_BUTTON","T&ag...","variable, symbol","BUTTON","","STANDARD","","ad_tag|verb_create","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","2279"
"AME_CREATEPLCSYMBOL_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_automation.rtb","26"
"AME_CREATEPLCSYMBOL_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_system_design_product.rtb","32"
"AME_CREATESOCKET_BUTTON","Create &Socket","","TOGGLE_BUTTON","","STANDARD","","ad_noun_socket|verb_create","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","2640"
"AME_CREATE_2D_LAYOUT_BUTTON","Vie&ws","","BUTTON","","STANDARD","","ad_noun_view_page|verb_create","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","2048"
"AME_CREATE_2D_LAYOUT_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_collaboration.rtb","58"
"AME_CREATE_BOM_BUTTON","&Bill of Material...","BOM, Material List","BUTTON","","STANDARD","","ad_bill_of_material","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","2650"
"AME_CREATE_BOM_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_collaboration.rtb","96"
"AME_CREATE_CABINET_DESIGN_BUTTON","Cab&inet Design...","Create new cabinet design","BUTTON","","STANDARD","","ad_cabinet_design","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","2419"
"AME_CREATE_CABINET_DESIGN_BUTTON","","","BUTTON","","","","","","","","UG_APP_PMI","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_cabinet_design.rtb","16"
"AME_CREATE_CONSTANTS_BUTTON","&User Constants","User constant","BUTTON","","STANDARD","","ad_noun_user_constants|verb_create","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","2357"
"AME_CREATE_CONSTANTS_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_automation.rtb","30"
"AME_CREATE_DISTRIBUTED_IO_STATION_BUTTON","Distri&buted I/O Station","Add in Automation","BUTTON","","STANDARD","","ad_noun_dio_station|verb_create","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","2236"
"AME_CREATE_DISTRIBUTED_IO_STATION_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_automation.rtb","14"
"AME_CREATE_DRIVE_OBJECT_BUTTON","Drive &Object","Axis, Insert, New","BUTTON","","STANDARD","","ad_noun_drive_object|verb_create","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","2256"
"AME_CREATE_DRIVE_OBJECT_BUTTON","","","BUTTON","","","","","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_automation.rtb","18"
"AME_CREATE_FRAGMENT_BUTTON","&Fragment...","","BUTTON","","STANDARD","","ad_fragment|verb_create","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","2028"
"AME_CREATE_FRAGMENT_BUTTON","","","BUTTON","","","","","","","","AME_CREATESOCKET_BUTTON","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\rbn_ad_drawing_template.rtb","14"
"AME_CREATE_FUNCTION_BLOCK_BUTTON","Fu&nction Block...","Flow, State","BUTTON","","STANDARD","","ad_noun_fb|verb_create","","","","","C:\Program Files\Siemens\DesigncenterNX2512\AUTOMATION_DESIGNER\application\automation_designer.men","2299"
