"function_name","return_declaration","signature","header_file","source_line"
"UF_ASSEM_create_component_part","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_create_component_part( tag_t parent_part , const char * new_part_name , const char * refset_name , const char * instance_name , int units , int layer , double origin[3] , double csys_matrix[6] , int n_objects , tag_t * objects , tag_t * instance );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","580"
"UF_ASSEM_create_constrained_iset_array","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_create_constrained_iset_array ( UF_ASSEM_iset_array_data_p_t array_data , tag_t * array );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","3051"
"UF_ASSEM_create_cset","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_create_cset( tag_t part , const char * name , tag_t * object );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","2792"
"UF_ASSEM_create_deformable_part","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_create_deformable_part( UF_ASSEM_deform_data_p_t data, tag_t *deformable_feature );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4965"
"UF_ASSEM_create_explosion","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_create_explosion( tag_t display_part_tag , const char* explosion_name , tag_p_t explosion_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","2253"
"UF_ASSEM_create_iset_array","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_create_iset_array ( UF_ASSEM_iset_array_data_p_t array_data , tag_t * array );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","3028"
"UF_ASSEM_create_mc_array","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_create_mc_array ( UF_ASSEM_mc_array_data_p_t array_data , tag_t * array );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","2956"
"UF_ASSEM_create_ref_set","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_create_ref_set( const char * ref_set_name , double origin[3] , double matrix[9] , tag_t * ref_set_members , int num_members , tag_t * ref_set_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","1318"
"UF_ASSEM_create_sequence","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_create_sequence( char *name, tag_t part, tag_t *sequence );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","3765"
"UF_ASSEM_create_step","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_create_step( tag_t sequence, tag_t part_occurrence, int step_type, double time, double cost, char *description, tag_t insert_at_step, tag_t *step );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","3839"
"UF_ASSEM_create_typed_sequence","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_create_typed_sequence ( const char *name, int sequence_type, tag_t part, tag_t *sequence );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4671"
"UF_ASSEM_cycle_ents_in_part_occ","extern UFUNEXPORT tag_t","extern UFUNEXPORT tag_t UF_ASSEM_cycle_ents_in_part_occ( tag_t part_occur , tag_t object_occur );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","2031"
"UF_ASSEM_cycle_inst_of_part","extern UFUNEXPORT tag_t","extern UFUNEXPORT tag_t UF_ASSEM_cycle_inst_of_part( tag_t part , tag_t instance );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","1928"
"UF_ASSEM_cycle_objs_in_comp","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_cycle_objs_in_comp( tag_t component , tag_t * member );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","2054"
"UF_ASSEM_deform_part","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_deform_part( UF_ASSEM_deform_part_data_p_t deform_data , UF_ASSEM_deform_part_warnings_p_t deform_warnings );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4977"
"UF_ASSEM_delete_array","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_delete_array ( tag_t array , logical delete_all );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","3153"
"UF_ASSEM_delete_explosion","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_delete_explosion( tag_t explosion );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","2318"
"UF_ASSEM_delete_sequence","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_delete_sequence( tag_t sequence );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4070"
"UF_ASSEM_delete_step","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_delete_step( tag_t step );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4055"
"UF_ASSEM_edit_assembly_cut","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_edit_assembly_cut( tag_t frec_tag, int n_target_bodies, tag_t * target_body_tags, int n_tool_bodies, tag_t * tool_body_tags, logical blank_tool_bodies );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","5431"
"UF_ASSEM_edit_iset_array","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_edit_iset_array ( tag_t array , UF_ASSEM_iset_array_data_p_t array_data );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","3104"
"UF_ASSEM_edit_mc_array","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_edit_mc_array ( tag_t array , UF_ASSEM_mc_array_data_p_t array_data );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","3007"
"UF_ASSEM_edit_ref_set_data","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_edit_ref_set_data( tag_t ref_set_tag , double origin[3] , double matrix[9] );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","1373"
"UF_ASSEM_ensure_child_loaded","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_ensure_child_loaded( tag_t instance , UF_PART_load_status_t * load_status );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","1685"
"UF_ASSEM_eval_instance_intent","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_eval_instance_intent( tag_t * instance , logical apply_result , UF_ASSEM_instance_status_p_t instance_status );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","3320"
"UF_ASSEM_explode_component","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_explode_component( tag_t explosion , tag_t part_occurrence, double transform[4][4] );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","2335"
"UF_ASSEM_find_immed_old_comps","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_find_immed_old_comps( tag_t part , tag_t ** immediate_components , int * n_immediate_components );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","1470"
"UF_ASSEM_find_occurrence","extern UFUNEXPORT tag_t","extern UFUNEXPORT tag_t UF_ASSEM_find_occurrence( tag_t part_occur , tag_t object_prototype );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","2076"
"UF_ASSEM_find_prev16_aligns_to_check","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_find_prev16_aligns_to_check ( tag_t part_tag, logical recurse, int *n_aligns_to_check, UF_ASSEM_prev16_align_t **aligns_to_check );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","5582"
"UF_ASSEM_free_deform_warnings_data","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_free_deform_warnings_data( UF_ASSEM_deform_part_warnings_p_t warnings );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","5004"
"UF_ASSEM_free_instance_intent","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_free_instance_intent( UF_ASSEM_instance_intent_p_t instance_intent );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","3343"
"UF_ASSEM_free_prev16_aligns","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_free_prev16_aligns ( int n_aligns, UF_ASSEM_prev16_align_t *aligns );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","5650"
"UF_ASSEM_get_occ_in_work_occ","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_get_occ_in_work_occ ( tag_t part_occ, tag_t *occ_in_work );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","3360"
"UF_ASSEM_get_ref_set_inst","extern UFUNEXPORT tag_t","extern UFUNEXPORT tag_t UF_ASSEM_get_ref_set_inst( tag_t object , int number );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","2709"
"UF_ASSEM_hide_component","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_hide_component( tag_t component , tag_t view );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","2606"
"UF_ASSEM_ignore_part_occ","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_ignore_part_occ( tag_t sequence, tag_t part_occ );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4253"
"UF_ASSEM_initialize_sequencing","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_initialize_sequencing ( void );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4577"
"UF_ASSEM_initialize_sequencing_keep_layout","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_initialize_sequencing_keep_layout ( void );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4590"
"UF_ASSEM_init_deform_part_data","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_init_deform_part_data( UF_ASSEM_deform_part_data_p_t deform_part );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4991"
"UF_ASSEM_is_component_ngc","extern UFUNEXPORT logical","extern UFUNEXPORT logical UF_ASSEM_is_component_ngc( tag_t component_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","5675"
"UF_ASSEM_is_ignored","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_is_ignored( tag_t sequence, tag_t part_occ, logical *ignored );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4288"
"UF_ASSEM_is_member_of_cset","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_is_member_of_cset( tag_t cset , tag_t component , logical * result );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","2923"
"UF_ASSEM_is_occurrence","extern UFUNEXPORT logical","extern UFUNEXPORT logical UF_ASSEM_is_occurrence( tag_t entity );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","2121"
"UF_ASSEM_is_part_deformable","extern UFUNEXPORT logical","extern UFUNEXPORT logical UF_ASSEM_is_part_deformable( tag_t part );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","5032"
"UF_ASSEM_is_part_occurrence","extern UFUNEXPORT logical","extern UFUNEXPORT logical UF_ASSEM_is_part_occurrence( tag_t occurrence );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","1606"
"UF_ASSEM_is_preassembled","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_is_preassembled( tag_t sequence, tag_t part_occ, logical *preassembled );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4229"
"UF_ASSEM_is_ref_set_member","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_is_ref_set_member( tag_t potential_member , logical * member_flag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","1257"
"UF_ASSEM_make_current_step","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_make_current_step( tag_t step );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4452"
"UF_ASSEM_move_step","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_move_step( tag_t step_to_be_moved, tag_t insert_at_step );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","3998"
"UF_ASSEM_occ_is_in_work_part","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_occ_is_in_work_part ( tag_t part_occ, logical *is_in_work );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","3375"
"UF_ASSEM_part_is_descendant","extern UFUNEXPORT logical","extern UFUNEXPORT logical UF_ASSEM_part_is_descendant( tag_t parent_part , tag_t descendent_part );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","2161"
"UF_ASSEM_playback_animate_to_frame","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_playback_animate_to_frame( tag_t sequence, int target_frame, int frame_skip );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4798"
"UF_ASSEM_playback_seek_to_frame","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_playback_seek_to_frame( tag_t sequence, int target_frame );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4823"
"UF_ASSEM_playback_sequence","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_playback_sequence( tag_t sequence, int playback_command );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4396"
"UF_ASSEM_preassemble_partocc","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_preassemble_partocc( tag_t sequence, tag_t part_occ );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4193"
"UF_ASSEM_register_animation_callback","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_register_animation_callback( UF_ASSEM_animation_callback_f_t callback, void * user_data );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4842"
"UF_ASSEM_remove_from_cset","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_remove_from_cset( tag_t cset , tag_t component );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","2842"
"UF_ASSEM_remove_ignored","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_remove_ignored( tag_t sequence, tag_t part_occ );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4270"
"UF_ASSEM_remove_instance","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_remove_instance( tag_t instance );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","768"
"UF_ASSEM_remove_preassembled","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_remove_preassembled( tag_t sequence, tag_t part_occ );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4211"
"UF_ASSEM_remove_ref_set_members","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_remove_ref_set_members( tag_t ref_set , int member_count , tag_t * ref_set_members );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","1296"
"UF_ASSEM_remove_sequencing_view","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_remove_sequencing_view( tag_t view );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4618"
"UF_ASSEM_rename_instance","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_rename_instance( tag_t instance , const char * new_name );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","1541"
"UF_ASSEM_replace_refset","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_replace_refset( int count , tag_t * target_tags , const char * new_refset_name );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","746"
"UF_ASSEM_reposition_instance","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_reposition_instance( tag_t instance , double new_origin[3] , double new_csys_matrix[6] );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","696"
"UF_ASSEM_reposition_instance2","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_reposition_instance2( tag_t instance, double new_origin[3], double new_csys_matrix[9] );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","718"
"UF_ASSEM_reposition_part_occurrence","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_reposition_part_occurrence ( tag_t part_occ, double xform[4][4], UF_ASSEM_level_option_t option );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","5483"
"UF_ASSEM_restore_load_options","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_restore_load_options( const char * load_options_file );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","1446"
"UF_ASSEM_restore_work_part_context_quietly","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_restore_work_part_context_quietly( UF_ASSEM_work_part_context_p_t* previous_work_part_context );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","977"
"UF_ASSEM_revert_explode_comp","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_revert_explode_comp( tag_t explosion , tag_t component );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","2386"
"UF_ASSEM_set_active_arrangement","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_set_active_arrangement( tag_t arrangement );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","5136"
"UF_ASSEM_set_assem_load_options","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_set_assem_load_options( UF_ASSEM_load_options_t * options );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","1146"
"UF_ASSEM_set_assem_options","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_set_assem_options( UF_ASSEM_options_t * options );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","1109"
"UF_ASSEM_set_auto_add_new_comps","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_set_auto_add_new_comps ( tag_t ref_set, logical add_new_comps );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","5527"
"UF_ASSEM_set_cost_of_step","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_set_cost_of_step( tag_t step, double assign_cost );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","3927"
"UF_ASSEM_set_default_arrangement","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_set_default_arrangement( tag_t arrangement );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","5279"
"UF_ASSEM_set_default_ref_sets","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_set_default_ref_sets( int n_ref_sets , char ** default_ref_sets );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","1190"
"UF_ASSEM_set_instance_intent","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_set_instance_intent( tag_t instance , UF_ASSEM_instance_intent_p_t instance_intent );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","3276"
"UF_ASSEM_set_ref_set_by_cset","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_set_ref_set_by_cset ( tag_t cset , const char * cname );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","2732"
"UF_ASSEM_set_save_trueshape","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_set_save_trueshape( logical save_trueshape_data );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","3549"
"UF_ASSEM_set_search_directories","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_set_search_directories( int count , char ** dir_list , logical sub_dir[] );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","1063"
"UF_ASSEM_set_sequence_description","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_set_sequence_description( tag_t sequence, char *desc );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4135"
"UF_ASSEM_set_sequence_name","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_set_sequence_name( tag_t sequence, char *name );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4102"
"UF_ASSEM_set_step_increment","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_set_step_increment( tag_t sequence, int increment );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","4154"
"UF_ASSEM_set_suppression_exp","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_set_suppression_exp( tag_t instance, const char *exp_string, tag_t *exp_tag );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","3471"
"UF_ASSEM_set_time_of_step","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_set_time_of_step( tag_t step, double assign_time );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","3878"
"UF_ASSEM_set_used_arrangement","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_set_used_arrangement( tag_t component, tag_t arrangement );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","5207"
"UF_ASSEM_set_view_explosion","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_set_view_explosion( tag_t view , tag_t explosion );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","2430"
"UF_ASSEM_set_work_occurrence","extern UFUNEXPORT int","extern UFUNEXPORT int UF_ASSEM_set_work_occurrence( tag_t part_occur );","C:\Program Files\Siemens\DesigncenterNX2512\UGOPEN\uf_assem.h","1014"
